Source.Category.Code,Source.category.name,Source.subcategory,Source.subcategory.name,Agency.code,Agency.name,Bureau.code,Bureau.name,Account.code,Account.name,Treasury.Agency.code,On..or.off.budget,FY,amount
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,015,Department of the Treasury,00,Department of the Treasury,084000,"Patent, trademark, and copyright fees",20,On-budget,1962,0
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,015,Department of the Treasury,00,Department of the Treasury,085000,"Registration, Filing, and Transaction Fees",20,On-budget,1962,0
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,015,Department of the Treasury,00,Department of the Treasury,085015,"Registration, Filing, and Transaction Fees, SEC",95,On-budget,1962,0
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,015,Department of the Treasury,00,Department of the Treasury,086100,"Charges for Expenses, Settlement of International Claims",20,On-budget,1962,0
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,015,Department of the Treasury,00,Department of the Treasury,086400,"Filing Fees, P.L. 109-171, Title X",10,On-budget,1962,0
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,015,Department of the Treasury,00,Department of the Treasury,086600,Transitional Reinsurance Contributions to the General Fund,20,On-budget,1962,0
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,015,Department of the Treasury,00,Department of the Treasury,086900,"Fees for Legal and Judicial Services, not Otherwise Classified",20,On-budget,1962,0
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,015,Department of the Treasury,00,Department of the Treasury,089100,"Miscellaneous Fees for Regulatory and Judicial Services, not Otherwise Classified",20,On-budget,1962,0
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,015,Department of the Treasury,00,Department of the Treasury,101000,"Fines, Penalties, and Forfeitures, Agricultural Laws",20,On-budget,1962,0
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,015,Department of the Treasury,00,Department of the Treasury,102000,"Fines, Penalties, and Forfeitures, Economic Stabilization Laws",20,On-budget,1962,0
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,015,Department of the Treasury,00,Department of the Treasury,103000,"Fines, Penalties, and Forfeitures, Immigration and Labor Laws",20,On-budget,1962,0
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,015,Department of the Treasury,00,Department of the Treasury,104000,"Fines, Penalties, and Forfeitures, Customs, Commerce, and Antitrust Laws",20,On-budget,1962,0
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,015,Department of the Treasury,00,Department of the Treasury,105000,"Fines, Penalties, and Forfeitures, Narcotic Prohibition and Alcohol Laws",20,On-budget,1962,0
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,015,Department of the Treasury,00,Department of the Treasury,106000,Forfeitures of Unclaimed Money and Property,20,On-budget,1962,0
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,015,Department of the Treasury,00,Department of the Treasury,108000,"Fines, Penalties, and Forfeitures, Federal Coal Mine Health and Safety Laws",20,On-budget,1962,0
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,015,Department of the Treasury,00,Department of the Treasury,109600,Penalties on Employers Who Do not Offer Health Coverage or Delay Eligibility for New Employees,20,On-budget,1962,0
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,015,Department of the Treasury,00,Department of the Treasury,109700,Penalties on Individuals Who Do not Have Health Coverage,20,On-budget,1962,0
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,015,Department of the Treasury,00,Department of the Treasury,109900,"Fines, Penalties, and Forfeitures, not Otherwise Classified",95,On-budget,1962,0
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,015,Department of the Treasury,00,Department of the Treasury,112500,Recoveries under Military Occupation,20,On-budget,1962,0
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,015,Department of the Treasury,00,Department of the Treasury,241100,User Fees for IRS,20,On-budget,1962,0
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,015,Department of the Treasury,00,Department of the Treasury,249200,"Premiums, Terrorism Risk Insurance Program",20,On-budget,1962,0
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,015,Department of the Treasury,00,Department of the Treasury,309990,Refunds of Moneys Erroneously Received and Recovered (20X1807),20,On-budget,1962,0
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,015,Department of the Treasury,00,Department of the Treasury,509910,"Collections from Reimbursement State and Local Law Enforcements Agencies, IRS",20,On-budget,1962,0
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,015,Department of the Treasury,00,Department of the Treasury,540710,Sallie Mae Assessments,20,On-budget,1962,0
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,015,Department of the Treasury,00,Department of the Treasury,543240,"Enrolled Agent Fee Increase, IRS Miscellaneous Retained Fees",20,On-budget,1962,0
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,015,Department of the Treasury,00,Department of the Treasury,543260,"Tax Preparer Registration Fees, IRS Miscellaneous Retained Fees",20,On-budget,1962,0
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,015,Department of the Treasury,00,Department of the Treasury,559010,"Fees and Assessments, Financial Research Fund",20,On-budget,1962,0
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,015,Department of the Treasury,00,Department of the Treasury,559030,"Transfer from the Federal Reserve, Financial Research Fund",20,On-budget,1962,0
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,015,Department of the Treasury,00,Department of the Treasury,568810,"Antidumping and Countervailing Duties, Continued Dumping and Subsidy Offset",20,On-budget,1962,0
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,015,Department of the Treasury,00,Department of the Treasury,569310,"Proceeds from the Sale of Forfeited or Seized Property or Monetary Instruments, Customs Forfeiture Fund",20,On-budget,1962,0
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,015,Department of the Treasury,00,Department of the Treasury,569610,Forfeited Monetary Assets,20,On-budget,1962,0
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,015,Department of the Treasury,00,Department of the Treasury,569710,"Forfeited Cash and Proceeds from Sale of Forfeited Property, Treasury Forfeiture Fund",20,On-budget,1962,0
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,015,Department of the Treasury,00,Department of the Treasury,581610,Confiscated Iraqi Assets,20,On-budget,1962,0
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,015,Department of the Treasury,00,Department of the Treasury,862510,"Administrative and Civil Penalties, Gulf Coast Restoration Trust Fund",20,On-budget,1962,0
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,016,Social Security Administration,00,Social Security Administration,309600,Recovery of beneficiary overpayments from SSI program (Governmental Receipt),75,On-budget,1962,0
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,019,Department of Energy,00,Department of Energy,501200,"Licenses under Federal Power Act, Improvements of Navigable Waters",89,On-budget,1962,0
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,019,Department of Energy,00,Department of Energy,510500,"Licenses under Federal Power Act from Public Lands and National Forests, Payment to States (37 1/2%)",89,On-budget,1962,0
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,019,Department of Energy,00,Department of Energy,518000,Energy Security Reserve,89,On-budget,1962,0
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,019,Department of Energy,00,Department of Energy,523110,"Assessments, Decontamination and Decommissioning Fund",89,On-budget,1962,0
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,020,Environmental Protection Agency,00,Environmental Protection Agency,089500,"Registration, PMN, Other Services",68,On-budget,1962,0
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,020,Environmental Protection Agency,00,Environmental Protection Agency,529700,Exxon Valdez settlement fund,68,On-budget,1962,0
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,020,Environmental Protection Agency,00,Environmental Protection Agency,814530,"Fines and Penalties, and Miscellaneous, Hazardous Substance Superfund",68,On-budget,1962,0
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,024,Department of Homeland Security,00,Department of Homeland Security,083400,Breached Bond Penalties,70,On-budget,1962,0
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,024,Department of Homeland Security,00,Department of Homeland Security,083500,"Immigration Fees, Border Security Act",70,On-budget,1962,0
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,024,Department of Homeland Security,00,Department of Homeland Security,516710,"Fees, fines and penalties, Offshore Oil Pollution Comp. Fund",69,On-budget,1962,0
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,024,Department of Homeland Security,00,Department of Homeland Security,516800,"Oil Pollution Fund, DOT",69,On-budget,1962,0
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,024,Department of Homeland Security,00,Department of Homeland Security,517010,"Fees, Deepwater Port Liability Fund, DOT",69,On-budget,1962,0
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,024,Department of Homeland Security,00,Department of Homeland Security,559510,Electronic System for Travel Authorization (ESTA) Fees,70,On-budget,1962,0
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,024,Department of Homeland Security,00,Department of Homeland Security,568710,"Deposits, Duties, and Taxes, Puerto Rico",70,On-budget,1962,0
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,024,Department of Homeland Security,00,Department of Homeland Security,818530,"Fines and Penalties, OSLTF",70,On-budget,1962,0
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,024,Department of Homeland Security,00,Department of Homeland Security,878910,"Proceeds of the Sales of Unclaimed Abandoned, Seized Goods",70,On-budget,1962,0
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,025,Department of Housing and Urban Development,00,Department of Housing and Urban Development,527010,Interstate Land Sales Fund,86,On-budget,1962,0
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,025,Department of Housing and Urban Development,00,Department of Housing and Urban Development,527110,Mobile home inspection and monitoring,86,On-budget,1962,0
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,025,Department of Housing and Urban Development,00,Department of Housing and Urban Development,548610,"Miscellaneous Fees and Charges, Consolidated Fee Fund",86,On-budget,1962,0
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,154,Federal Drug Control Programs,00,Federal Drug Control Programs,500110,Forfeited Cash and Proceeds from Sale of Forfeited Property Special Forfeiture Fund,11,On-budget,1962,0
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,200,Other Defense Civil Programs,20,Armed Forces Retirement Home,852230,"Fines and Forfeitures, Armed Forces Retirement Home",84,On-budget,1962,0
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,202,Corps of Engineers--Civil Works,00,Corps of Engineers--Civil Works,506610,"Hydraulic mining in California, tax, debris reservoirs",96,On-budget,1962,0
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,202,Corps of Engineers--Civil Works,00,Corps of Engineers--Civil Works,512500,"Licenses under Federal Power Act, Improvements of Navigable Waters, Maintenance and Operation of Dams, Etc.",96,On-budget,1962,0
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,202,Corps of Engineers--Civil Works,00,Corps of Engineers--Civil Works,886130,"Users Fees, Inland Waterways Trust Fund",20,On-budget,1962,0
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,345,United States Court of Appeals for Veterans Claims,00,United States Court of Appeals for Veterans Claims,511310,"Practice registration fees, Court of Veterans Appeals",95,On-budget,1962,0
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,349,District of Columbia,10,District of Columbia Courts,086300,District of Columbia Court Fees,20,On-budget,1962,0
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,349,District of Columbia,10,District of Columbia Courts,567610,"Fines and Fees, District of Columbia Crime Victims Compensation Fund",95,On-budget,1962,0
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,356,Federal Communications Commission,00,Federal Communications Commission,518310,Universal Service Fund,27,On-budget,1962,0
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,357,Federal Deposit Insurance Corporation,00,"Federal Deposit Insurance Corporation, activities",558610,"Risk-Based Assessments, Orderly Liquidation Fund",51,On-budget,1962,0
